station_id,date,hour,temp_c,humidity_pct,pressure_hpa
WS001,2018-01-02,15,5.1,44.0,1007.5
WS001,2018-01-02,16,5.0,57.7,1023.4
WS001,2018-01-02,17,4.7,58.1,1018.2
WS001,2018-01-02,18,-0.6,69.7,1017.5
WS001,2018-01-02,19,2.2,67.9,1001.4
WS001,2018-01-02,20,-2.8,67.1,1014.4
WS001,2018-01-02,21,0.6,69.3,1011.8
WS001,2018-01-02,22,1.7,73.2,1019.2
WS001,2018-01-02,23,1.1,81.7,1015.8
WS001,2018-01-03,0,-0.2,74.1,1021.8
WS001,2018-01-03,1,3.8,63.2,1007.2
WS001,2018-01-03,2,2.5,71.9,1009.8
WS001,2018-01-03,3,-2.6,76.0,1017.7
WS001,2018-01-03,4,5.0,65.3,1020.5
WS001,2018-01-03,5,5.1,51.6,1004.8
WS001,2018-01-03,6,2.7,55.4,1009.9
WS001,2018-01-03,7,1.4,55.7,1006.0
WS001,2018-01-03,8,0.8,57.1,1014.2
WS001,2018-01-03,9,7.3,55.7,1016.6
WS001,2018-01-03,10,7.3,42.3,1009.3
WS001,2018-01-03,11,6.6,55.9,1018.4
WS001,2018-01-03,12,5.5,46.5,1015.2
WS001,2018-01-03,13,3.0,55.2,1019.4
WS001,2018-01-03,14,7.8,57.6,1021.2
WS001,2018-01-03,15,0.1,53.3,1001.8
WS001,2018-01-03,16,1.6,52.9,1022.7
WS001,2018-01-03,17,3.9,58.7,1027.5
WS001,2018-01-03,18,2.6,52.4,1002.1
WS001,2018-01-03,19,-1.2,64.0,1000.9
WS001,2018-01-03,20,1.1,68.5,1007.5
WS001,2018-01-03,21,-0.6,72.6,1008.2
WS001,2018-01-03,22,0.4,64.7,1018.0
WS001,2018-01-03,23,1.8,74.2,1003.1
WS001,2018-01-04,0,-1.8,72.6,1006.4
WS001,2018-01-04,1,-5.0,68.5,1020.2
WS001,2018-01-04,2,0.6,80.0,1012.9
WS001,2018-01-04,3,4.1,61.7,1016.8
WS001,2018-01-04,4,-0.6,77.9,1013.5
WS001,2018-01-04,5,-1.6,65.0,1004.3
WS001,2018-01-04,6,-0.2,67.4,1013.1
WS001,2018-01-04,7,5.2,49.9,1023.6
WS001,2018-01-04,8,3.6,38.3,1006.1
WS001,2018-01-04,9,1.3,39.8,1017.3
WS001,2018-01-04,10,6.4,54.3,1007.4
WS001,2018-01-04,11,7.2,36.7,1009.4
WS001,2018-01-04,12,5.6,43.4,1014.1
WS001,2018-01-04,13,5.8,52.2,1015.7
WS001,2018-01-04,14,7.9,45.8,1018.5
WS001,2018-01-04,15,5.5,53.5,1014.3
WS001,2018-01-04,16,-1.4,69.3,1005.9
WS001,2018-01-04,17,1.0,54.3,1002.8
WS001,2018-01-04,18,6.4,55.0,1007.8
WS001,2018-01-04,19,-1.1,66.6,1024.4
WS001,2018-01-04,20,0.7,59.8,1023.8
WS001,2018-01-04,21,-0.1,62.7,1012.7
WS001,2018-01-04,22,-1.1,72.3,1013.3
WS001,2018-01-04,23,-1.8,86.5,1035.9
WS001,2018-01-05,0,-1.6,64.7,1004.8
WS001,2018-01-05,1,0.2,58.6,1011.8
WS001,2018-01-05,2,-0.5,71.8,1010.0
WS001,2018-01-05,3,3.8,74.9,1009.5
WS001,2018-01-05,4,2.0,64.5,1009.1
WS001,2018-01-05,5,-0.1,72.6,1008.8
WS001,2018-01-05,6,1.8,68.2,1015.7
WS001,2018-01-05,7,3.6,51.6,1031.9
WS001,2018-01-05,8,6.0,35.1,1023.7
WS001,2018-01-05,9,1.6,40.5,1007.7
WS001,2018-01-05,10,8.6,47.4,1014.9
WS001,2018-01-05,11,1.7,57.0,1011.1
WS001,2018-01-05,12,2.8,50.6,1017.2
WS001,2018-01-05,13,6.1,58.7,1017.9
WS001,2018-01-05,14,9.2,49.2,1014.1
WS001,2018-01-05,15,7.0,60.8,1010.6
WS001,2018-01-05,16,8.7,54.9,1013.3
WS001,2018-01-05,17,4.1,50.0,1000.1
WS001,2018-01-05,18,7.1,68.5,1005.9
WS001,2018-01-05,19,1.3,68.1,1009.3
WS001,2018-01-05,20,3.6,62.0,1021.2
WS001,2018-01-05,21,-2.4,72.5,1025.6
WS001,2018-01-05,22,-0.3,66.5,1015.0
WS001,2018-01-05,23,-0.1,68.2,1010.1
WS001,2018-01-06,0,2.4,83.2,1007.9
WS001,2018-01-06,1,-5.2,61.3,1004.3
WS001,2018-01-06,2,-2.2,69.8,1002.2
WS001,2018-01-06,3,-0.4,45.3,1014.4
WS001,2018-01-06,4,4.0,56.3,990.2
WS001,2018-01-06,5,1.4,68.7,1010.0
WS001,2018-01-06,6,2.6,70.3,1026.8
WS001,2018-01-06,7,4.5,47.0,1014.6
WS001,2018-01-06,8,1.5,53.9,1011.3
WS001,2018-01-06,9,3.4,63.8,1011.4
WS001,2018-01-06,10,1.8,52.6,1018.7
WS001,2018-01-06,11,6.0,42.2,1009.8
WS001,2018-01-06,12,4.5,44.0,1007.6
WS001,2018-01-06,13,5.3,37.6,1015.2
WS001,2018-01-06,14,3.5,56.6,1016.3
WS001,2018-01-06,15,8.6,40.6,1024.5
WS001,2018-01-06,16,3.7,59.0,1020.4
WS001,2018-01-06,17,5.4,57.4,1016.9
WS001,2018-01-06,18,1.8,65.8,1006.1
WS001,2018-01-06,19,2.0,75.4,1029.3
WS001,2018-01-06,20,2.7,77.7,1017.4
WS001,2018-01-06,21,1.8,84.0,1012.8
WS001,2018-01-06,22,-5.4,69.0,1014.7
WS001,2018-01-06,23,-3.9,62.0,1009.3
WS001,2018-01-07,0,-5.1,79.3,1026.9
WS001,2018-01-07,1,-0.2,60.4,1014.9
WS001,2018-01-07,2,-3.6,72.6,1006.7
WS001,2018-01-07,3,1.6,74.1,1010.7
WS001,2018-01-07,4,1.3,66.5,1027.1
WS001,2018-01-07,5,-3.8,66.4,1023.2
WS001,2018-01-07,6,1.1,56.0,1014.7
WS001,2018-01-07,7,0.7,52.6,1005.1
WS001,2018-01-07,8,3.6,37.3,1008.4
WS001,2018-01-07,9,6.2,48.5,1010.0
WS001,2018-01-07,10,7.7,62.2,1007.4
WS001,2018-01-07,11,8.9,34.4,1006.5
WS001,2018-01-07,12,7.3,50.1,1014.2
WS001,2018-01-07,13,8.0,46.8,1019.4
WS001,2018-01-07,14,4.2,44.6,998.3
WS001,2018-01-07,15,6.5,44.6,1021.3
WS001,2018-01-07,16,6.5,52.2,1013.9
WS001,2018-01-07,17,3.5,55.3,1001.6
WS001,2018-01-07,18,5.6,55.5,1017.5
WS001,2018-01-07,19,1.7,65.4,1015.0
WS001,2018-01-07,20,2.3,59.0,1021.2
WS001,2018-01-07,21,-0.4,68.8,1009.9
WS001,2018-01-07,22,-1.6,75.0,1003.9
WS001,2018-01-07,23,-6.2,69.4,1018.9
WS001,2018-01-08,0,-2.7,83.0,1023.6
WS001,2018-01-08,1,1.6,83.2,1015.4
WS001,2018-01-08,2,-0.0,64.9,991.8
WS001,2018-01-08,3,0.2,62.3,1011.6
WS001,2018-01-08,4,-6.2,73.2,1011.6
WS001,2018-01-08,5,-0.5,53.9,1006.7
WS001,2018-01-08,6,-0.1,52.2,1001.9
WS001,2018-01-08,7,2.5,54.2,1020.1
WS001,2018-01-08,8,-0.4,50.4,1006.1
WS001,2018-01-08,9,5.7,51.1,1020.0
WS001,2018-01-08,10,10.1,49.6,1017.5
WS001,2018-01-08,11,4.0,47.4,1013.4
WS001,2018-01-08,12,11.3,38.9,1012.2
WS001,2018-01-08,13,5.9,42.4,1016.1
WS001,2018-01-08,14,5.5,50.6,1007.5
WS001,2018-01-08,15,6.7,44.1,1010.3
WS001,2018-01-08,16,6.1,65.2,1007.2
WS001,2018-01-08,17,4.6,56.2,1021.6
WS001,2018-01-08,18,2.3,73.6,1025.5
WS001,2018-01-08,19,-1.5,60.5,1007.2
WS001,2018-01-08,20,-0.2,51.5,999.9
WS001,2018-01-08,21,1.7,71.2,1019.3
WS001,2018-01-08,22,-3.7,62.0,1011.7
WS001,2018-01-08,23,1.6,72.2,1014.7
WS001,2018-01-09,0,0.9,75.0,1014.7
WS001,2018-01-09,1,-0.8,70.1,1025.8
WS001,2018-01-09,2,-1.7,64.6,1018.7
WS001,2018-01-09,3,1.5,64.7,1019.0
WS001,2018-01-09,4,2.7,39.2,999.5
WS001,2018-01-09,5,2.0,55.7,1026.7
WS001,2018-01-09,6,2.8,59.2,1013.7
WS001,2018-01-09,7,2.1,51.8,1014.2
WS001,2018-01-09,8,6.5,41.6,1015.2
WS001,2018-01-09,9,3.7,52.2,1007.2
WS001,2018-01-09,10,5.8,41.0,1013.1
WS001,2018-01-09,11,5.2,35.1,1016.6
WS001,2018-01-09,12,-1.0,45.0,1001.3
WS001,2018-01-09,13,6.5,45.7,1019.8
WS001,2018-01-09,14,5.0,47.9,1022.2
WS001,2018-01-09,15,3.7,51.3,1024.7
WS001,2018-01-09,16,5.7,69.9,1016.9
WS001,2018-01-09,17,1.7,65.5,1020.6
WS001,2018-01-09,18,1.3,64.3,1012.6
WS001,2018-01-09,19,2.2,63.4,1012.2
WS001,2018-01-09,20,4.2,69.6,1002.6
WS001,2018-01-09,21,-0.3,66.1,1015.8
WS001,2018-01-09,22,-0.9,73.3,999.7
WS001,2018-01-09,23,-5.8,82.8,1013.0
WS001,2018-01-10,0,1.3,76.2,1009.0
WS001,2018-01-10,1,-6.1,75.7,1017.4
WS001,2018-01-10,2,2.9,68.8,1013.9
WS001,2018-01-10,3,-5.3,63.6,1015.2
WS001,2018-01-10,4,-0.9,59.0,1024.6
WS001,2018-01-10,5,5.0,54.6,1014.0
WS001,2018-01-10,6,0.9,71.9,1015.1
WS001,2018-01-10,7,4.5,49.4,1023.9
WS001,2018-01-10,8,3.3,68.9,1022.0
WS001,2018-01-10,9,3.2,55.7,1015.2
WS001,2018-01-10,10,4.9,55.6,1013.0
WS001,2018-01-10,11,5.9,43.4,1007.3
WS001,2018-01-10,12,6.2,49.4,1021.9
WS001,2018-01-10,13,2.5,49.3,1026.0
WS001,2018-01-10,14,3.8,41.3,1005.8
WS001,2018-01-10,15,6.8,41.4,1013.4
WS001,2018-01-10,16,2.3,49.4,1010.8
WS001,2018-01-10,17,2.1,54.0,1012.8
WS001,2018-01-10,18,2.7,56.4,1017.0
WS001,2018-01-10,19,-0.2,59.5,1013.6
WS001,2018-01-10,20,-4.3,59.4,1007.9
WS001,2018-01-10,21,-3.4,66.6,1007.4
WS001,2018-01-10,22,-3.7,78.5,1029.9
WS001,2018-01-10,23,0.6,74.0,1022.2
WS001,2018-01-11,0,-1.2,69.9,1014.1
WS001,2018-01-11,1,-2.7,54.0,1006.5
WS001,2018-01-11,2,-3.5,74.3,1009.4
WS001,2018-01-11,3,-5.3,68.3,1015.5
WS001,2018-01-11,4,1.9,68.9,1032.4
WS001,2018-01-11,5,-1.2,73.6,1020.6
WS001,2018-01-11,6,0.4,59.0,1007.3
WS001,2018-01-11,7,2.7,53.3,1009.7
WS001,2018-01-11,8,4.0,45.7,1022.2
WS001,2018-01-11,9,7.0,46.0,1020.2
WS001,2018-01-11,10,2.8,35.3,1015.8
WS001,2018-01-11,11,7.2,42.5,1017.5
WS001,2018-01-11,12,10.9,72.1,1006.3
WS001,2018-01-11,13,6.7,38.6,1035.9
WS001,2018-01-11,14,4.4,56.5,1014.0
WS001,2018-01-11,15,2.2,49.9,1002.4
WS001,2018-01-11,16,2.4,51.9,1015.0
WS001,2018-01-11,17,-2.6,56.4,1033.7
WS001,2018-01-11,18,-0.4,62.6,1009.9
WS001,2018-01-11,19,-6.1,55.1,1007.8
WS001,2018-01-11,20,2.1,65.7,1011.5
WS001,2018-01-11,21,0.9,69.5,1011.9
WS001,2018-01-11,22,0.2,59.4,1011.6
WS001,2018-01-11,23,1.3,54.5,1006.9
WS001,2018-01-12,0,-1.6,73.8,1010.6
WS001,2018-01-12,1,-0.8,64.5,1021.1
WS001,2018-01-12,2,-1.0,84.9,1020.0
WS001,2018-01-12,3,0.6,79.8,1006.8
WS001,2018-01-12,4,-0.7,52.0,1020.2
WS001,2018-01-12,5,5.1,59.2,1003.5
WS001,2018-01-12,6,4.8,54.1,1009.2
WS001,2018-01-12,7,6.9,54.0,1011.8
WS001,2018-01-12,8,8.0,58.7,1004.7
WS001,2018-01-12,9,8.6,37.6,1021.3
WS001,2018-01-12,10,6.7,45.4,1007.0
WS001,2018-01-12,11,3.1,62.2,1014.2
WS001,2018-01-12,12,4.4,52.6,1022.9
WS001,2018-01-12,13,6.7,54.0,1020.9
WS001,2018-01-12,14,5.6,52.1,1012.3
WS001,2018-01-12,15,2.3,41.4,1016.9
WS001,2018-01-12,16,2.2,53.8,1011.3
WS001,2018-01-12,17,5.5,59.1,1015.7
WS001,2018-01-12,18,1.3,58.9,1010.5
WS001,2018-01-12,19,1.6,49.3,1013.1
WS001,2018-01-12,20,0.9,69.1,1004.6
WS001,2018-01-12,21,-1.9,65.4,1008.9
WS001,2018-01-12,22,-4.5,61.7,1013.3
WS001,2018-01-12,23,-0.9,72.8,1006.3
WS001,2018-01-13,0,-1.0,70.4,1009.3
WS001,2018-01-13,1,-4.2,67.5,1019.0
WS001,2018-01-13,2,-1.9,69.4,1005.2
WS001,2018-01-13,3,6.1,50.4,997.0
WS001,2018-01-13,4,-1.3,67.6,1027.4
WS001,2018-01-13,5,2.2,65.5,1020.6
WS001,2018-01-13,6,2.2,44.4,1015.3
WS001,2018-01-13,7,3.6,74.3,1007.5
WS001,2018-01-13,8,7.1,43.1,1025.5
WS001,2018-01-13,9,5.2,58.2,1018.9
WS001,2018-01-13,10,7.2,50.4,1008.0
WS001,2018-01-13,11,5.5,42.3,1012.3
WS001,2018-01-13,12,2.0,49.4,1021.1
WS001,2018-01-13,13,8.9,58.9,1014.5
WS001,2018-01-13,14,5.1,47.6,1016.4
WS001,2018-01-13,15,6.6,54.2,1002.5
WS001,2018-01-13,16,7.4,57.8,1021.2
WS001,2018-01-13,17,3.2,54.8,1028.8
WS001,2018-01-13,18,-0.7,46.5,1029.2
WS001,2018-01-13,19,1.6,59.7,1008.6
WS001,2018-01-13,20,-5.0,80.9,1018.9
WS001,2018-01-13,21,0.4,75.1,1005.9
WS001,2018-01-13,22,-0.3,79.1,995.6
WS001,2018-01-13,23,-0.4,77.6,1014.1
WS001,2018-01-14,0,-4.2,70.7,1009.6
WS001,2018-01-14,1,-1.0,67.3,1019.4
WS001,2018-01-14,2,-2.8,66.2,1022.6
WS001,2018-01-14,3,-1.2,72.7,1002.9
WS001,2018-01-14,4,3.8,54.4,1014.0
WS001,2018-01-14,5,0.4,57.0,1011.1
WS001,2018-01-14,6,5.1,73.9,1011.4
WS001,2018-01-14,7,2.1,41.9,1027.0
WS001,2018-01-14,8,1.3,46.7,1014.1
WS001,2018-01-14,9,6.7,63.7,1030.6
WS001,2018-01-14,10,7.3,45.8,1008.0
WS001,2018-01-14,11,5.4,54.8,1020.9
WS001,2018-01-14,12,7.5,32.8,1008.7
WS001,2018-01-14,13,9.5,44.1,1012.6
WS001,2018-01-14,14,12.3,49.0,1024.6
WS001,2018-01-14,15,9.4,57.6,1009.8
WS001,2018-01-14,16,-1.7,47.1,1018.4
WS001,2018-01-14,17,4.5,66.3,1004.4
WS001,2018-01-14,18,2.5,43.6,1006.2
WS001,2018-01-14,19,2.3,45.6,1019.8
WS001,2018-01-14,20,4.6,54.5,1011.2
WS001,2018-01-14,21,3.5,72.5,1016.4
WS001,2018-01-14,22,-1.2,59.4,1012.2
WS001,2018-01-14,23,1.4,72.3,1019.0
WS001,2018-01-15,0,-2.9,65.0,1009.8
WS001,2018-01-15,1,-4.5,60.7,1013.1
WS001,2018-01-15,2,-2.0,62.9,1018.8
WS001,2018-01-15,3,-3.2,71.9,1017.2
WS001,2018-01-15,4,4.2,68.7,1019.6
WS001,2018-01-15,5,1.2,51.8,1020.1
WS001,2018-01-15,6,6.2,59.0,1030.0
WS001,2018-01-15,7,5.3,72.9,1011.8
WS001,2018-01-15,8,1.8,54.4,1007.4
WS001,2018-01-15,9,5.3,49.6,1014.6
WS001,2018-01-15,10,5.2,41.8,1009.0
WS001,2018-01-15,11,9.0,47.9,1002.5
WS001,2018-01-15,12,1.0,45.4,1015.5
WS001,2018-01-15,13,2.9,34.1,1017.7
WS001,2018-01-15,14,13.4,56.6,1005.3
WS001,2018-01-15,15,4.5,50.6,1003.1
WS001,2018-01-15,16,0.5,52.9,1019.6
WS001,2018-01-15,17,3.7,51.4,1017.3
WS001,2018-01-15,18,3.3,52.1,1003.5
WS001,2018-01-15,19,2.6,72.2,1016.5
WS001,2018-01-15,20,2.9,77.7,1001.0
WS001,2018-01-15,21,0.4,79.0,1022.3
WS001,2018-01-15,22,2.1,65.7,1018.7
WS001,2018-01-15,23,0.1,66.8,1014.8
WS001,2018-01-16,0,-5.3,65.2,1015.9
WS001,2018-01-16,1,0.8,71.6,1025.5
WS001,2018-01-16,2,2.3,62.5,1012.4
WS001,2018-01-16,3,-2.1,75.1,1019.0
WS001,2018-01-16,4,-2.0,73.4,1002.7
WS001,2018-01-16,5,3.9,43.6,1011.8
WS001,2018-01-16,6,0.2,65.4,1015.3
WS001,2018-01-16,7,-2.4,46.1,1008.6
WS001,2018-01-16,8,7.0,67.1,1018.7
WS001,2018-01-16,9,8.4,45.5,1016.6
WS001,2018-01-16,10,5.8,41.0,1010.4
WS001,2018-01-16,11,5.0,52.1,1017.2
WS001,2018-01-16,12,4.6,43.7,998.0
WS001,2018-01-16,13,7.1,47.6,1013.0
WS001,2018-01-16,14,6.8,45.6,1005.5
WS001,2018-01-16,15,3.3,48.8,1015.0
WS001,2018-01-16,16,2.5,50.5,1002.6
WS001,2018-01-16,17,2.0,42.9,1008.0
WS001,2018-01-16,18,3.3,61.4,1012.0
WS001,2018-01-16,19,0.4,70.3,1003.8
WS001,2018-01-16,20,1.1,60.3,1015.5
WS001,2018-01-16,21,-1.2,64.1,1015.7
WS001,2018-01-16,22,-3.1,60.7,1009.4
WS001,2018-01-16,23,-5.0,72.8,1008.4
WS001,2018-01-17,0,-5.2,74.9,1016.5
WS001,2018-01-17,1,-2.3,69.3,1020.6
WS001,2018-01-17,2,-2.1,72.5,1004.2
WS001,2018-01-17,3,0.6,67.3,1017.4
WS001,2018-01-17,4,-0.7,60.0,1003.6
WS001,2018-01-17,5,0.4,59.4,1002.9
WS001,2018-01-17,6,5.1,68.2,997.0
WS001,2018-01-17,7,-2.3,44.7,1014.5
WS001,2018-01-17,8,10.7,44.5,1010.7
WS001,2018-01-17,9,8.2,47.6,1022.2
WS001,2018-01-17,10,7.8,49.4,1020.3
WS001,2018-01-17,11,8.2,37.2,1011.9
WS001,2018-01-17,12,4.4,48.2,1003.5
WS001,2018-01-17,13,3.4,48.9,1013.2
WS001,2018-01-17,14,8.9,51.3,1024.7
WS001,2018-01-17,15,8.1,60.6,985.0
WS001,2018-01-17,16,2.1,57.7,1002.7
WS001,2018-01-17,17,1.7,62.2,1013.6
WS001,2018-01-17,18,1.1,73.9,1009.9
WS001,2018-01-17,19,3.7,62.7,1014.0
WS001,2018-01-17,20,-0.9,59.3,1011.5
WS001,2018-01-17,21,-4.2,73.4,1014.2
WS001,2018-01-17,22,-2.6,76.7,1004.9
WS001,2018-01-17,23,-6.8,75.0,1002.2
WS001,2018-01-18,0,-5.5,73.3,1021.0
WS001,2018-01-18,1,-3.8,64.5,1025.3
WS001,2018-01-18,2,-5.0,77.2,1016.7
WS001,2018-01-18,3,-2.6,67.4,1006.4
WS001,2018-01-18,4,-1.7,64.8,1007.6
WS001,2018-01-18,5,-3.2,68.8,1008.4
WS001,2018-01-18,6,4.0,58.8,1035.8
WS001,2018-01-18,7,4.4,46.1,1002.3
WS001,2018-01-18,8,1.8,50.6,1000.0
WS001,2018-01-18,9,2.0,51.6,1000.7
WS001,2018-01-18,10,5.2,51.5,1005.2
WS001,2018-01-18,11,7.4,49.1,1022.0
WS001,2018-01-18,12,7.7,46.3,1012.0
WS001,2018-01-18,13,7.0,51.4,999.7
WS001,2018-01-18,14,7.8,45.1,1022.3
WS001,2018-01-18,15,5.3,46.3,1013.2
WS001,2018-01-18,16,7.6,48.0,999.6
WS001,2018-01-18,17,2.4,67.0,1026.0
WS001,2018-01-18,18,4.6,43.0,1011.4
WS001,2018-01-18,19,-0.2,61.7,1004.5
WS001,2018-01-18,20,-0.7,56.5,1031.8
WS001,2018-01-18,21,-0.7,64.3,1003.3
WS001,2018-01-18,22,0.9,75.1,1022.5
WS001,2018-01-18,23,-1.0,67.8,1007.4
WS001,2018-01-19,0,-3.9,68.8,1018.7
WS001,2018-01-19,1,-3.2,73.9,1019.3
WS001,2018-01-19,2,-2.6,78.2,1016.6
WS001,2018-01-19,3,0.1,68.3,1014.6
WS001,2018-01-19,4,-2.2,59.3,1015.3
WS001,2018-01-19,5,3.2,61.3,1017.3
WS001,2018-01-19,6,1.4,53.7,1013.3
WS001,2018-01-19,7,4.0,51.4,1008.5
WS001,2018-01-19,8,2.8,55.5,1001.4
WS001,2018-01-19,9,5.5,53.6,1014.9
WS001,2018-01-19,10,4.1,51.8,1004.4
WS001,2018-01-19,11,4.0,54.8,1002.6
WS001,2018-01-19,12,4.4,43.4,1018.4
WS001,2018-01-19,13,2.3,43.7,1004.6
WS001,2018-01-19,14,9.6,47.4,1009.1
WS001,2018-01-19,15,5.1,58.4,996.7
WS001,2018-01-19,16,1.3,55.7,1008.2
WS001,2018-01-19,17,-0.6,51.2,1014.5
WS001,2018-01-19,18,2.8,75.7,1000.1
WS001,2018-01-19,19,-2.7,53.4,1021.0
WS001,2018-01-19,20,-2.2,53.8,1019.7
WS001,2018-01-19,21,-2.7,77.4,1015.0
WS001,2018-01-19,22,-3.1,77.5,1019.8
WS001,2018-01-19,23,1.9,68.3,1010.7
WS001,2018-01-20,0,1.7,80.9,1015.3
WS001,2018-01-20,1,-4.0,63.2,1001.8
WS001,2018-01-20,2,-3.9,68.7,1003.7
WS001,2018-01-20,3,1.0,47.9,1006.8
WS001,2018-01-20,4,-1.7,70.9,1017.4
WS001,2018-01-20,5,-2.1,64.9,1004.9
WS001,2018-01-20,6,2.7,50.2,1014.3
WS001,2018-01-20,7,6.7,73.2,1021.9
WS001,2018-01-20,8,1.4,49.8,1005.8
WS001,2018-01-20,9,3.3,37.5,1008.2
WS001,2018-01-20,10,8.3,67.5,1016.7
WS001,2018-01-20,11,6.4,53.8,1000.6
WS001,2018-01-20,12,3.9,54.4,1011.4
WS001,2018-01-20,13,4.9,55.2,998.0
WS001,2018-01-20,14,8.4,43.1,1017.8
WS001,2018-01-20,15,4.8,57.3,1021.2
WS001,2018-01-20,16,1.5,60.7,1017.3
WS001,2018-01-20,17,6.6,52.7,1022.8
WS001,2018-01-20,18,3.8,56.5,1021.3
WS001,2018-01-20,19,0.0,70.4,1012.4
WS001,2018-01-20,20,0.3,66.5,1021.4
WS001,2018-01-20,21,-1.0,73.1,1018.0
WS001,2018-01-20,22,-3.6,77.8,1025.0
WS001,2018-01-20,23,-0.6,74.8,1006.4
WS001,2018-01-21,0,1.2,59.7,1014.4
WS001,2018-01-21,1,2.0,66.1,1017.6
WS001,2018-01-21,2,-3.3,75.7,1001.9
WS001,2018-01-21,3,-1.9,63.4,1014.1
WS001,2018-01-21,4,-4.3,78.1,1015.7
WS001,2018-01-21,5,-0.3,75.0,1013.1
WS001,2018-01-21,6,2.6,62.3,1026.0
WS001,2018-01-21,7,3.4,48.4,1014.0
WS001,2018-01-21,8,5.0,53.8,1008.1
WS001,2018-01-21,9,2.8,37.9,1017.1
WS001,2018-01-21,10,3.4,44.5,1017.3
WS001,2018-01-21,11,8.6,40.1,1010.4
WS001,2018-01-21,12,5.0,52.0,1004.9
WS001,2018-01-21,13,3.9,51.8,1008.4
WS001,2018-01-21,14,2.9,49.5,1005.9
WS001,2018-01-21,15,4.1,61.8,1011.8
WS001,2018-01-21,16,3.7,50.2,1001.1
WS001,2018-01-21,17,3.5,65.0,1023.4
WS001,2018-01-21,18,9.1,57.6,1014.9
WS001,2018-01-21,19,-1.8,77.9,1021.2
WS001,2018-01-21,20,2.4,70.8,1012.2
WS001,2018-01-21,21,-7.2,78.5,1018.6
WS001,2018-01-21,22,-0.8,63.8,1020.2
WS001,2018-01-21,23,-1.1,73.2,1004.4
WS001,2018-01-22,0,-4.8,71.3,1012.4
WS001,2018-01-22,1,-4.5,85.5,1009.7
WS001,2018-01-22,2,-1.6,72.5,1025.0
WS001,2018-01-22,3,-2.8,67.0,1003.1
WS001,2018-01-22,4,2.6,69.4,1014.5
WS001,2018-01-22,5,1.7,77.6,1012.4
WS001,2018-01-22,6,0.5,55.4,1021.5
WS001,2018-01-22,7,4.5,60.7,1008.1
WS001,2018-01-22,8,5.4,58.8,1014.1
WS001,2018-01-22,9,4.5,55.3,1016.4
WS001,2018-01-22,10,4.3,47.1,999.5
WS001,2018-01-22,11,7.4,47.5,1025.6
WS001,2018-01-22,12,1.5,49.4,1018.0
WS001,2018-01-22,13,4.1,52.3,1015.5
WS001,2018-01-22,14,6.8,47.7,987.8
WS001,2018-01-22,15,5.0,52.3,1007.4
WS001,2018-01-22,16,0.7,58.2,1016.4
WS001,2018-01-22,17,7.0,50.4,1022.7
WS001,2018-01-22,18,2.0,56.0,1017.2
WS001,2018-01-22,19,3.2,58.9,1025.8
WS001,2018-01-22,20,0.0,56.1,1004.1
WS001,2018-01-22,21,1.9,64.1,1014.0
WS001,2018-01-22,22,-1.2,69.5,1021.1
WS001,2018-01-22,23,-3.1,62.7,994.8
WS001,2018-01-23,0,-2.3,69.9,1023.2
WS001,2018-01-23,1,-3.6,79.8,1010.9
