timestamp,demand_mw,temperature_c,day_of_week,is_holiday
2024-01-04 07:00,37417.8,4.0,Thursday,False
2024-01-04 08:00,39782.0,6.4,Thursday,False
2024-01-04 09:00,44597.3,5.4,Thursday,False
2024-01-04 10:00,41224.2,5.6,Thursday,False
2024-01-04 11:00,44192.3,5.5,Thursday,False
2024-01-04 12:00,43047.2,5.4,Thursday,False
2024-01-04 13:00,41798.8,6.7,Thursday,False
2024-01-04 14:00,43317.2,1.9,Thursday,False
2024-01-04 15:00,42256.1,4.2,Thursday,False
2024-01-04 16:00,44379.5,4.4,Thursday,False
2024-01-04 17:00,44945.4,0.8,Thursday,False
2024-01-04 18:00,42643.6,1.3,Thursday,False
2024-01-04 19:00,43300.3,1.5,Thursday,False
2024-01-04 20:00,42652.5,-0.9,Thursday,False
2024-01-04 21:00,39501.8,0.5,Thursday,False
2024-01-04 22:00,40390.7,0.0,Thursday,False
2024-01-04 23:00,37439.4,-1.7,Thursday,False
2024-01-05 00:00,32249.1,-0.5,Friday,False
2024-01-05 01:00,30393.0,-3.0,Friday,False
2024-01-05 02:00,29699.8,-0.2,Friday,False
2024-01-05 03:00,30337.2,3.7,Friday,False
2024-01-05 04:00,30186.8,5.0,Friday,False
2024-01-05 05:00,30613.8,2.9,Friday,False
2024-01-05 06:00,33943.8,2.1,Friday,False
2024-01-05 07:00,36653.8,3.5,Friday,False
2024-01-05 08:00,41853.8,1.3,Friday,False
2024-01-05 09:00,43964.4,4.7,Friday,False
2024-01-05 10:00,42088.9,3.8,Friday,False
2024-01-05 11:00,40645.5,10.1,Friday,False
2024-01-05 12:00,41430.3,3.0,Friday,False
2024-01-05 13:00,43590.1,5.7,Friday,False
2024-01-05 14:00,42464.5,6.4,Friday,False
2024-01-05 15:00,42497.5,1.5,Friday,False
2024-01-05 16:00,44148.5,5.0,Friday,False
2024-01-05 17:00,44097.5,-0.6,Friday,False
2024-01-05 18:00,48039.9,3.7,Friday,False
2024-01-05 19:00,43814.0,1.7,Friday,False
2024-01-05 20:00,40585.2,-1.6,Friday,False
2024-01-05 21:00,41104.9,-0.2,Friday,False
2024-01-05 22:00,38132.7,0.3,Friday,False
2024-01-05 23:00,35683.4,-2.4,Friday,False
2024-01-06 00:00,26912.9,-2.2,Saturday,False
2024-01-06 01:00,25897.9,-3.6,Saturday,False
2024-01-06 02:00,29130.8,1.0,Saturday,False
2024-01-06 03:00,28799.7,1.0,Saturday,False
2024-01-06 04:00,26631.2,1.0,Saturday,False
2024-01-06 05:00,30488.8,1.4,Saturday,False
2024-01-06 06:00,31178.9,4.7,Saturday,False
2024-01-06 07:00,32649.3,8.9,Saturday,False
2024-01-06 08:00,35409.2,5.5,Saturday,False
2024-01-06 09:00,40672.0,4.7,Saturday,False
2024-01-06 10:00,35368.6,7.6,Saturday,False
2024-01-06 11:00,38380.3,4.8,Saturday,False
2024-01-06 12:00,35985.1,6.5,Saturday,False
2024-01-06 13:00,35418.2,1.6,Saturday,False
2024-01-06 14:00,38393.0,4.4,Saturday,False
2024-01-06 15:00,37663.3,4.4,Saturday,False
2024-01-06 16:00,36053.2,1.4,Saturday,False
2024-01-06 17:00,40272.9,2.9,Saturday,False
2024-01-06 18:00,41534.0,3.1,Saturday,False
2024-01-06 19:00,41021.7,0.6,Saturday,False
2024-01-06 20:00,36656.5,0.1,Saturday,False
2024-01-06 21:00,35420.6,-1.0,Saturday,False
2024-01-06 22:00,35182.3,-3.7,Saturday,False
2024-01-06 23:00,32604.4,-0.2,Saturday,False
2024-01-07 00:00,26487.2,-1.5,Sunday,False
2024-01-07 01:00,26436.9,2.5,Sunday,False
2024-01-07 02:00,25942.3,-0.4,Sunday,False
2024-01-07 03:00,25382.3,0.9,Sunday,False
2024-01-07 04:00,27821.3,1.5,Sunday,False
2024-01-07 05:00,29594.7,5.2,Sunday,False
2024-01-07 06:00,29360.1,4.8,Sunday,False
2024-01-07 07:00,30970.4,5.0,Sunday,False
2024-01-07 08:00,35557.6,5.1,Sunday,False
2024-01-07 09:00,40178.6,3.9,Sunday,False
2024-01-07 10:00,34595.4,6.2,Sunday,False
2024-01-07 11:00,37108.4,6.3,Sunday,False
2024-01-07 12:00,38688.1,5.4,Sunday,False
2024-01-07 13:00,35200.8,5.7,Sunday,False
2024-01-07 14:00,39688.4,2.9,Sunday,False
2024-01-07 15:00,41654.2,5.9,Sunday,False
2024-01-07 16:00,35986.2,6.0,Sunday,False
2024-01-07 17:00,36825.1,3.6,Sunday,False
2024-01-07 18:00,40709.5,4.1,Sunday,False
2024-01-07 19:00,41994.3,-0.7,Sunday,False
2024-01-07 20:00,34792.8,1.3,Sunday,False
2024-01-07 21:00,35182.8,0.3,Sunday,False
2024-01-07 22:00,34231.7,-0.3,Sunday,False
2024-01-07 23:00,30994.6,1.5,Sunday,False
2024-01-08 00:00,31510.4,0.1,Monday,False
2024-01-08 01:00,29605.1,-1.3,Monday,False
2024-01-08 02:00,28754.5,0.7,Monday,False
2024-01-08 03:00,30434.7,2.0,Monday,False
2024-01-08 04:00,33432.1,0.3,Monday,False
2024-01-08 05:00,31038.4,3.7,Monday,False
2024-01-08 06:00,32612.6,2.3,Monday,False
2024-01-08 07:00,36069.4,5.9,Monday,False
2024-01-08 08:00,38512.4,5.3,Monday,False
2024-01-08 09:00,41115.1,6.0,Monday,False
2024-01-08 10:00,41314.3,6.6,Monday,False
2024-01-08 11:00,42897.7,6.8,Monday,False
2024-01-08 12:00,40899.4,5.3,Monday,False
2024-01-08 13:00,41378.0,3.7,Monday,False
2024-01-08 14:00,44087.8,3.2,Monday,False
2024-01-08 15:00,45444.2,4.0,Monday,False
2024-01-08 16:00,43425.4,6.7,Monday,False
2024-01-08 17:00,43516.9,0.2,Monday,False
2024-01-08 18:00,42556.4,1.6,Monday,False
2024-01-08 19:00,43719.5,0.7,Monday,False
2024-01-08 20:00,40636.5,-0.3,Monday,False
2024-01-08 21:00,42969.1,-1.2,Monday,False
2024-01-08 22:00,37544.2,-0.6,Monday,False
2024-01-08 23:00,38220.6,-1.0,Monday,False
2024-01-09 00:00,29489.3,-1.3,Tuesday,False
2024-01-09 01:00,30390.2,1.1,Tuesday,False
2024-01-09 02:00,28940.8,2.6,Tuesday,False
2024-01-09 03:00,29077.3,2.8,Tuesday,False
2024-01-09 04:00,32560.7,1.2,Tuesday,False
2024-01-09 05:00,31269.7,3.8,Tuesday,False
2024-01-09 06:00,34609.0,1.6,Tuesday,False
2024-01-09 07:00,34880.7,3.1,Tuesday,False
2024-01-09 08:00,39136.3,3.7,Tuesday,False
2024-01-09 09:00,41807.7,2.0,Tuesday,False
2024-01-09 10:00,40689.7,5.7,Tuesday,False
2024-01-09 11:00,42783.7,7.1,Tuesday,False
2024-01-09 12:00,41161.5,4.6,Tuesday,False
2024-01-09 13:00,40192.4,6.2,Tuesday,False
2024-01-09 14:00,41820.0,4.2,Tuesday,False
2024-01-09 15:00,43383.2,4.2,Tuesday,False
2024-01-09 16:00,45068.8,3.4,Tuesday,False
2024-01-09 17:00,43594.0,2.9,Tuesday,False
2024-01-09 18:00,45849.3,-0.0,Tuesday,False
2024-01-09 19:00,45442.8,1.9,Tuesday,False
2024-01-09 20:00,41806.2,-0.7,Tuesday,False
2024-01-09 21:00,40135.1,-0.1,Tuesday,False
2024-01-09 22:00,36194.7,-0.3,Tuesday,False
2024-01-09 23:00,37746.3,0.8,Tuesday,False
2024-01-10 00:00,32117.2,1.4,Wednesday,False
2024-01-10 01:00,29188.7,-0.4,Wednesday,False
2024-01-10 02:00,32656.1,0.5,Wednesday,False
2024-01-10 03:00,30971.5,-1.5,Wednesday,False
2024-01-10 04:00,26870.5,-0.3,Wednesday,False
2024-01-10 05:00,29170.2,-0.4,Wednesday,False
2024-01-10 06:00,32440.3,5.0,Wednesday,False
2024-01-10 07:00,34497.6,3.8,Wednesday,False
2024-01-10 08:00,37089.9,5.7,Wednesday,False
2024-01-10 09:00,39753.2,7.2,Wednesday,False
2024-01-10 10:00,41727.0,4.4,Wednesday,False
2024-01-10 11:00,43979.9,5.7,Wednesday,False
2024-01-10 12:00,40331.1,5.7,Wednesday,False
2024-01-10 13:00,41583.7,4.4,Wednesday,False
2024-01-10 14:00,43318.6,5.9,Wednesday,False
2024-01-10 15:00,44347.3,4.0,Wednesday,False
2024-01-10 16:00,43138.5,2.6,Wednesday,False
2024-01-10 17:00,46335.1,2.9,Wednesday,False
2024-01-10 18:00,44216.7,1.7,Wednesday,False
2024-01-10 19:00,44271.9,-0.4,Wednesday,False
2024-01-10 20:00,42258.4,-0.4,Wednesday,False
2024-01-10 21:00,41807.6,-2.8,Wednesday,False
2024-01-10 22:00,37576.9,-2.3,Wednesday,False
2024-01-10 23:00,34741.2,1.2,Wednesday,False
2024-01-11 00:00,28829.5,-0.3,Thursday,False
2024-01-11 01:00,31232.5,-1.4,Thursday,False
2024-01-11 02:00,26760.7,2.8,Thursday,False
2024-01-11 03:00,31430.4,-1.0,Thursday,False
2024-01-11 04:00,30135.1,-0.0,Thursday,False
2024-01-11 05:00,32255.9,2.9,Thursday,False
2024-01-11 06:00,33860.9,3.1,Thursday,False
2024-01-11 07:00,38156.6,3.0,Thursday,False
2024-01-11 08:00,39227.7,4.1,Thursday,False
2024-01-11 09:00,41377.6,4.5,Thursday,False
2024-01-11 10:00,41274.4,5.4,Thursday,False
2024-01-11 11:00,43012.7,4.2,Thursday,False
2024-01-11 12:00,42482.8,7.7,Thursday,False
2024-01-11 13:00,43675.2,6.4,Thursday,False
2024-01-11 14:00,43173.1,6.2,Thursday,False
2024-01-11 15:00,44314.1,4.5,Thursday,False
2024-01-11 16:00,41857.2,3.6,Thursday,False
2024-01-11 17:00,41185.5,2.7,Thursday,False
2024-01-11 18:00,45338.2,1.9,Thursday,False
2024-01-11 19:00,43445.0,3.1,Thursday,False
2024-01-11 20:00,41717.3,2.0,Thursday,False
2024-01-11 21:00,38101.0,-1.4,Thursday,False
2024-01-11 22:00,36668.9,-1.6,Thursday,False
2024-01-11 23:00,36406.7,0.7,Thursday,False
2024-01-12 00:00,28802.4,0.7,Friday,False
2024-01-12 01:00,30782.5,1.7,Friday,False
2024-01-12 02:00,29280.8,-0.3,Friday,False
2024-01-12 03:00,27760.3,0.5,Friday,False
2024-01-12 04:00,32475.4,3.0,Friday,False
2024-01-12 05:00,30452.4,2.8,Friday,False
2024-01-12 06:00,30174.8,5.2,Friday,False
2024-01-12 07:00,36407.2,4.5,Friday,False
2024-01-12 08:00,40779.6,4.0,Friday,False
2024-01-12 09:00,40800.5,6.8,Friday,False
2024-01-12 10:00,40910.2,5.5,Friday,False
2024-01-12 11:00,39829.9,5.0,Friday,False
2024-01-12 12:00,43634.2,7.7,Friday,False
2024-01-12 13:00,40750.7,6.6,Friday,False
2024-01-12 14:00,45662.5,8.0,Friday,False
2024-01-12 15:00,41635.9,4.6,Friday,False
2024-01-12 16:00,43920.0,2.2,Friday,False
2024-01-12 17:00,43940.9,1.4,Friday,False
2024-01-12 18:00,42432.0,3.6,Friday,False
2024-01-12 19:00,45542.3,4.3,Friday,False
2024-01-12 20:00,39571.8,-1.2,Friday,False
2024-01-12 21:00,38645.5,-0.3,Friday,False
2024-01-12 22:00,34820.4,-0.5,Friday,False
2024-01-12 23:00,39396.5,-0.6,Friday,False
2024-01-13 00:00,25389.1,-1.7,Saturday,False
2024-01-13 01:00,27206.1,-2.0,Saturday,False
2024-01-13 02:00,29609.8,0.4,Saturday,False
2024-01-13 03:00,26590.5,1.6,Saturday,False
2024-01-13 04:00,26839.4,2.9,Saturday,False
2024-01-13 05:00,28501.7,0.8,Saturday,False
2024-01-13 06:00,30548.2,3.4,Saturday,False
2024-01-13 07:00,31783.3,4.9,Saturday,False
2024-01-13 08:00,37405.3,5.6,Saturday,False
2024-01-13 09:00,39654.9,3.8,Saturday,False
2024-01-13 10:00,36168.8,5.4,Saturday,False
2024-01-13 11:00,37821.3,9.5,Saturday,False
2024-01-13 12:00,39085.1,7.8,Saturday,False
2024-01-13 13:00,38310.0,2.9,Saturday,False
2024-01-13 14:00,36386.1,4.2,Saturday,False
2024-01-13 15:00,38822.2,1.7,Saturday,False
2024-01-13 16:00,39524.7,4.5,Saturday,False
2024-01-13 17:00,38371.0,2.4,Saturday,False
2024-01-13 18:00,39366.0,0.6,Saturday,False
2024-01-13 19:00,38543.8,-0.2,Saturday,False
2024-01-13 20:00,36154.8,0.7,Saturday,False
2024-01-13 21:00,35008.3,-0.1,Saturday,False
2024-01-13 22:00,35559.4,-0.1,Saturday,False
2024-01-13 23:00,33707.0,0.1,Saturday,False
2024-01-14 00:00,25205.5,-2.5,Sunday,False
2024-01-14 01:00,27185.3,0.7,Sunday,False
2024-01-14 02:00,26912.3,-1.6,Sunday,False
2024-01-14 03:00,26855.6,3.2,Sunday,False
2024-01-14 04:00,28249.2,2.0,Sunday,False
2024-01-14 05:00,29035.5,3.3,Sunday,False
2024-01-14 06:00,30502.3,3.8,Sunday,False
2024-01-14 07:00,32267.9,3.2,Sunday,False
2024-01-14 08:00,34467.3,6.9,Sunday,False
2024-01-14 09:00,36286.3,5.3,Sunday,False
2024-01-14 10:00,36011.5,7.0,Sunday,False
2024-01-14 11:00,36158.0,7.3,Sunday,False
2024-01-14 12:00,38142.4,4.2,Sunday,False
2024-01-14 13:00,38549.8,5.7,Sunday,False
2024-01-14 14:00,37754.8,6.6,Sunday,False
2024-01-14 15:00,37278.8,5.1,Sunday,False
2024-01-14 16:00,39862.2,5.6,Sunday,False
2024-01-14 17:00,39825.3,3.7,Sunday,False
2024-01-14 18:00,39682.4,1.0,Sunday,False
2024-01-14 19:00,38794.7,2.2,Sunday,False
2024-01-14 20:00,35433.8,1.0,Sunday,False
2024-01-14 21:00,35085.6,0.6,Sunday,False
2024-01-14 22:00,34541.5,-1.6,Sunday,False
2024-01-14 23:00,34021.4,-2.9,Sunday,False
2024-01-15 00:00,28528.0,1.4,Monday,False
2024-01-15 01:00,27690.1,-1.1,Monday,False
2024-01-15 02:00,25972.5,0.6,Monday,False
2024-01-15 03:00,31104.8,1.8,Monday,False
2024-01-15 04:00,29866.5,1.7,Monday,False
2024-01-15 05:00,31634.1,3.3,Monday,False
2024-01-15 06:00,33635.7,5.4,Monday,False
2024-01-15 07:00,35416.2,3.4,Monday,False
2024-01-15 08:00,40942.4,5.4,Monday,False
2024-01-15 09:00,39529.3,5.1,Monday,False
2024-01-15 10:00,38263.6,4.6,Monday,False
2024-01-15 11:00,39666.1,6.5,Monday,False
2024-01-15 12:00,39044.1,4.0,Monday,False
2024-01-15 13:00,43160.7,3.9,Monday,False
2024-01-15 14:00,39983.7,3.1,Monday,False
2024-01-15 15:00,42396.4,4.7,Monday,False
2024-01-15 16:00,44319.0,4.4,Monday,False
2024-01-15 17:00,41961.5,3.0,Monday,False
2024-01-15 18:00,45358.5,2.0,Monday,False
2024-01-15 19:00,40951.9,0.6,Monday,False
2024-01-15 20:00,40985.2,2.5,Monday,False
2024-01-15 21:00,40132.1,-0.2,Monday,False
2024-01-15 22:00,39003.6,1.6,Monday,False
2024-01-15 23:00,37631.3,-0.5,Monday,False
2024-01-16 00:00,30659.6,3.4,Tuesday,False
2024-01-16 01:00,27394.5,1.5,Tuesday,False
2024-01-16 02:00,27780.0,6.6,Tuesday,False
2024-01-16 03:00,29028.1,1.0,Tuesday,False
2024-01-16 04:00,31208.3,4.7,Tuesday,False
2024-01-16 05:00,31479.3,0.9,Tuesday,False
2024-01-16 06:00,33100.2,4.7,Tuesday,False
2024-01-16 07:00,34990.4,2.7,Tuesday,False
2024-01-16 08:00,38612.0,4.5,Tuesday,False
2024-01-16 09:00,42180.8,4.9,Tuesday,False
2024-01-16 10:00,38780.9,4.5,Tuesday,False
2024-01-16 11:00,43701.3,4.9,Tuesday,False
2024-01-16 12:00,45489.2,5.1,Tuesday,False
2024-01-16 13:00,40531.3,6.4,Tuesday,False
2024-01-16 14:00,42943.0,3.9,Tuesday,False
2024-01-16 15:00,46439.8,2.8,Tuesday,False
2024-01-16 16:00,44199.4,2.3,Tuesday,False
2024-01-16 17:00,43714.1,5.2,Tuesday,False
2024-01-16 18:00,44168.3,0.8,Tuesday,False
2024-01-16 19:00,44391.6,2.1,Tuesday,False
2024-01-16 20:00,39477.6,1.0,Tuesday,False
2024-01-16 21:00,39067.9,0.5,Tuesday,False
2024-01-16 22:00,37531.6,-3.1,Tuesday,False
2024-01-16 23:00,37458.2,-2.1,Tuesday,False
2024-01-17 00:00,31334.9,3.2,Wednesday,False
2024-01-17 01:00,28345.6,-0.3,Wednesday,False
2024-01-17 02:00,31138.6,2.0,Wednesday,False
2024-01-17 03:00,29832.8,1.0,Wednesday,False
2024-01-17 04:00,30385.5,5.7,Wednesday,False
2024-01-17 05:00,31226.6,2.4,Wednesday,False
2024-01-17 06:00,32014.3,4.8,Wednesday,False
2024-01-17 07:00,34297.2,4.3,Wednesday,False
2024-01-17 08:00,41362.1,4.8,Wednesday,False
2024-01-17 09:00,40907.9,6.8,Wednesday,False
2024-01-17 10:00,40879.6,4.6,Wednesday,False
2024-01-17 11:00,40804.2,7.7,Wednesday,False
2024-01-17 12:00,39886.3,8.2,Wednesday,False
2024-01-17 13:00,44860.9,5.3,Wednesday,False
2024-01-17 14:00,44329.3,2.2,Wednesday,False
2024-01-17 15:00,42711.6,1.9,Wednesday,False
2024-01-17 16:00,44383.2,3.7,Wednesday,False
2024-01-17 17:00,40970.0,-1.6,Wednesday,False
2024-01-17 18:00,44602.1,1.5,Wednesday,False
2024-01-17 19:00,42715.4,0.3,Wednesday,False
2024-01-17 20:00,40944.8,-0.8,Wednesday,False
2024-01-17 21:00,40412.8,-0.7,Wednesday,False
2024-01-17 22:00,40696.1,1.1,Wednesday,False
2024-01-17 23:00,36069.7,-0.9,Wednesday,False
2024-01-18 00:00,28072.1,0.4,Thursday,False
2024-01-18 01:00,26671.2,0.5,Thursday,False
2024-01-18 02:00,28141.7,1.7,Thursday,False
2024-01-18 03:00,27632.3,0.3,Thursday,False
2024-01-18 04:00,30303.5,4.2,Thursday,False
2024-01-18 05:00,31422.9,4.9,Thursday,False
2024-01-18 06:00,31888.9,1.4,Thursday,False
2024-01-18 07:00,34865.9,5.9,Thursday,False
2024-01-18 08:00,38245.4,3.7,Thursday,False
2024-01-18 09:00,39496.6,5.5,Thursday,False
2024-01-18 10:00,40596.7,5.6,Thursday,False
2024-01-18 11:00,42368.4,2.3,Thursday,False
2024-01-18 12:00,43871.1,4.9,Thursday,False
2024-01-18 13:00,39845.1,4.1,Thursday,False
2024-01-18 14:00,40136.9,7.1,Thursday,False
2024-01-18 15:00,43710.5,3.8,Thursday,False
2024-01-18 16:00,40631.2,3.5,Thursday,False
2024-01-18 17:00,43523.0,3.5,Thursday,False
2024-01-18 18:00,45397.4,4.4,Thursday,False
2024-01-18 19:00,40545.6,6.3,Thursday,False
2024-01-18 20:00,39914.5,1.1,Thursday,False
2024-01-18 21:00,41247.2,2.3,Thursday,False
2024-01-18 22:00,37348.5,1.4,Thursday,False
2024-01-18 23:00,33469.9,-0.9,Thursday,False
2024-01-19 00:00,29243.5,3.0,Friday,False
2024-01-19 01:00,30381.4,0.3,Friday,False
2024-01-19 02:00,30944.0,2.3,Friday,False
2024-01-19 03:00,28910.4,-0.6,Friday,False
2024-01-19 04:00,31014.3,2.8,Friday,False
2024-01-19 05:00,29468.2,4.7,Friday,False
2024-01-19 06:00,36789.2,4.3,Friday,False
2024-01-19 07:00,37287.0,5.8,Friday,False
2024-01-19 08:00,39632.6,5.4,Friday,False
2024-01-19 09:00,41141.1,8.6,Friday,False
2024-01-19 10:00,39968.4,8.0,Friday,False
2024-01-19 11:00,42937.5,7.2,Friday,False
2024-01-19 12:00,43528.3,5.1,Friday,False
2024-01-19 13:00,40973.3,4.9,Friday,False
2024-01-19 14:00,45379.1,5.4,Friday,False
2024-01-19 15:00,44184.8,5.3,Friday,False
2024-01-19 16:00,43197.4,3.0,Friday,False
2024-01-19 17:00,42924.5,1.5,Friday,False
2024-01-19 18:00,44423.5,3.8,Friday,False
2024-01-19 19:00,42677.5,4.0,Friday,False
2024-01-19 20:00,43396.2,0.9,Friday,False
2024-01-19 21:00,37701.5,-0.3,Friday,False
2024-01-19 22:00,39102.4,2.4,Friday,False
2024-01-19 23:00,36547.9,-3.0,Friday,False
2024-01-20 00:00,28219.4,-0.1,Saturday,False
2024-01-20 01:00,25181.0,-0.3,Saturday,False
2024-01-20 02:00,24921.0,-0.1,Saturday,False
2024-01-20 03:00,24798.2,0.8,Saturday,False
2024-01-20 04:00,24992.2,1.1,Saturday,False
2024-01-20 05:00,25512.6,1.1,Saturday,False
2024-01-20 06:00,29076.6,3.4,Saturday,False
2024-01-20 07:00,33069.5,3.0,Saturday,False
2024-01-20 08:00,33954.2,5.4,Saturday,False
2024-01-20 09:00,39241.4,5.3,Saturday,False
2024-01-20 10:00,37835.2,6.6,Saturday,False
2024-01-20 11:00,36411.5,2.5,Saturday,False
2024-01-20 12:00,37022.8,3.0,Saturday,False
2024-01-20 13:00,36920.7,6.5,Saturday,False
2024-01-20 14:00,36668.0,6.3,Saturday,False
2024-01-20 15:00,36141.7,5.7,Saturday,False
2024-01-20 16:00,39371.8,3.8,Saturday,False
2024-01-20 17:00,39181.2,4.2,Saturday,False
2024-01-20 18:00,39380.5,5.5,Saturday,False
2024-01-20 19:00,34512.9,1.2,Saturday,False
2024-01-20 20:00,36748.6,3.9,Saturday,False
2024-01-20 21:00,37933.5,-1.0,Saturday,False
2024-01-20 22:00,34764.6,2.3,Saturday,False
2024-01-20 23:00,33430.6,-1.8,Saturday,False
2024-01-21 00:00,23814.2,-0.4,Sunday,False
2024-01-21 01:00,22821.4,2.4,Sunday,False
2024-01-21 02:00,27159.3,2.2,Sunday,False
2024-01-21 03:00,27408.1,5.0,Sunday,False
2024-01-21 04:00,26116.1,-0.4,Sunday,False
2024-01-21 05:00,28353.7,3.6,Sunday,False
2024-01-21 06:00,27130.8,5.7,Sunday,False
2024-01-21 07:00,33775.1,4.5,Sunday,False
2024-01-21 08:00,37361.8,7.9,Sunday,False
2024-01-21 09:00,38466.7,5.5,Sunday,False
2024-01-21 10:00,38887.4,8.9,Sunday,False
2024-01-21 11:00,38602.0,7.6,Sunday,False
2024-01-21 12:00,35459.4,5.2,Sunday,False
2024-01-21 13:00,37379.7,7.5,Sunday,False
2024-01-21 14:00,37302.2,5.6,Sunday,False
2024-01-21 15:00,38789.4,4.4,Sunday,False
2024-01-21 16:00,38813.1,2.7,Sunday,False
2024-01-21 17:00,39224.3,3.8,Sunday,False
2024-01-21 18:00,41150.2,1.6,Sunday,False
2024-01-21 19:00,37718.4,4.8,Sunday,False
2024-01-21 20:00,38604.2,3.2,Sunday,False
2024-01-21 21:00,34778.5,-3.1,Sunday,False
2024-01-21 22:00,35743.0,-0.4,Sunday,False
2024-01-21 23:00,33481.9,0.8,Sunday,False
2024-01-22 00:00,27026.7,1.6,Monday,False
2024-01-22 01:00,27040.8,-0.2,Monday,False
2024-01-22 02:00,29196.4,1.2,Monday,False
2024-01-22 03:00,28784.1,2.3,Monday,False
2024-01-22 04:00,31750.8,4.1,Monday,False
2024-01-22 05:00,31942.1,5.9,Monday,False
2024-01-22 06:00,34383.7,4.6,Monday,False
2024-01-22 07:00,34897.4,6.0,Monday,False
2024-01-22 08:00,40952.9,7.6,Monday,False
