date,region,weather_type,temperature,wind_speed,is_holiday,demand_mw
2021-02-05,North,storm,2.1,29.5,0,47365.4
2021-02-05,South,cloudy,8.1,37.5,0,46187.1
2021-02-05,Midlands,clear,1.4,18.6,0,45582.4
2021-02-06,North,clear,8.3,10.2,1,37033.4
2021-02-06,South,storm,9.1,18.9,0,46142.6
2021-02-06,Midlands,clear,4.3,18.5,0,43878.5
2021-02-07,North,clear,3.0,42.8,0,41570.4
2021-02-07,South,cloudy,3.5,32.2,0,46418.3
2021-02-07,Midlands,clear,1.9,39.9,0,43176.3
2021-02-08,North,rain,5.1,20.6,0,44824.0
2021-02-08,South,cloudy,10.3,20.3,0,46166.6
2021-02-08,Midlands,rain,5.2,44.4,0,47215.2
2021-02-09,North,cloudy,4.7,22.8,1,41439.3
2021-02-09,South,clear,6.9,24.7,0,45197.2
2021-02-09,Midlands,rain,10.3,28.6,0,45174.2
2021-02-10,North,cloudy,9.5,35.3,0,42570.6
2021-02-10,South,cloudy,2.7,29.7,0,47724.0
2021-02-10,Midlands,cloudy,5.3,22.3,0,44718.5
2021-02-11,North,rain,5.6,22.6,0,46434.1
2021-02-11,South,clear,6.1,32.7,0,44668.9
2021-02-11,Midlands,clear,5.2,30.6,0,46782.1
2021-02-12,North,cloudy,9.3,27.2,0,43457.2
2021-02-12,South,clear,8.0,38.5,0,46191.2
2021-02-12,Midlands,rain,9.4,27.0,0,46070.3
2021-02-13,North,rain,4.2,20.5,0,41516.4
2021-02-13,South,storm,6.7,30.9,0,45915.6
2021-02-13,Midlands,clear,4.1,26.7,0,42374.5
2021-02-14,North,storm,4.5,25.9,0,43133.9
2021-02-14,South,rain,3.1,30.0,0,46858.3
2021-02-14,Midlands,storm,1.9,34.1,0,44096.0
2021-02-15,North,rain,4.3,33.6,0,44753.5
2021-02-15,South,clear,5.8,24.5,0,47856.3
2021-02-15,Midlands,cloudy,6.7,26.9,0,46137.3
2021-02-16,North,rain,6.0,20.0,0,44857.1
2021-02-16,South,rain,3.4,36.1,0,47730.9
2021-02-16,Midlands,rain,3.5,14.4,0,47223.2
2021-02-17,North,rain,8.7,22.3,0,43158.8
2021-02-17,South,storm,5.4,16.8,0,48077.6
2021-02-17,Midlands,clear,6.9,21.9,0,45057.9
2021-02-18,North,rain,12.4,39.3,0,46932.6
2021-02-18,South,rain,4.0,28.0,0,48280.7
2021-02-18,Midlands,storm,3.4,30.4,0,46146.5
2021-02-19,North,cloudy,5.3,34.4,0,44593.8
2021-02-19,South,cloudy,4.8,14.3,0,46472.7
2021-02-19,Midlands,rain,13.0,19.8,0,43283.2
2021-02-20,North,cloudy,4.3,47.1,0,42989.7
2021-02-20,South,cloudy,7.0,23.7,0,43837.3
2021-02-20,Midlands,rain,7.4,16.9,0,39691.9
2021-02-21,North,cloudy,5.7,26.7,0,40203.9
2021-02-21,South,clear,6.0,24.3,0,42686.8
2021-02-21,Midlands,storm,7.1,35.6,0,42671.8
2021-02-22,North,rain,9.0,19.8,0,42894.4
2021-02-22,South,storm,12.2,28.4,0,47773.4
2021-02-22,Midlands,rain,10.2,23.5,0,44027.0
2021-02-23,North,cloudy,12.0,36.6,0,41184.9
2021-02-23,South,cloudy,7.3,34.5,0,45515.8
2021-02-23,Midlands,cloudy,7.8,22.2,0,45794.9
2021-02-24,North,clear,5.7,29.8,0,42314.3
2021-02-24,South,rain,7.0,40.6,0,47242.4
2021-02-24,Midlands,rain,8.8,20.5,0,46081.3
2021-02-25,North,clear,7.6,17.1,0,42449.4
2021-02-25,South,cloudy,9.9,21.6,0,45086.2
2021-02-25,Midlands,rain,5.4,32.9,0,46740.4
2021-02-26,North,cloudy,6.1,38.1,0,44799.7
2021-02-26,South,cloudy,4.2,22.5,0,48700.9
2021-02-26,Midlands,clear,8.6,26.1,0,47267.9
2021-02-27,North,rain,4.2,24.3,0,41618.5
2021-02-27,South,rain,10.2,21.4,0,44649.8
2021-02-27,Midlands,cloudy,9.5,24.4,0,41259.2
2021-02-28,North,clear,4.4,21.8,0,41427.0
2021-02-28,South,clear,5.9,31.3,0,42469.9
2021-02-28,Midlands,clear,8.4,33.7,0,42043.9
2021-03-01,North,clear,6.4,20.6,0,43008.4
2021-03-01,South,clear,6.9,21.0,0,45833.8
2021-03-01,Midlands,cloudy,10.9,28.3,0,44812.7
2021-03-02,North,storm,10.8,27.1,0,42986.9
2021-03-02,South,rain,11.9,27.3,0,44513.3
2021-03-02,Midlands,cloudy,3.3,27.7,0,44600.2
2021-03-03,North,cloudy,7.4,18.6,0,41436.8
2021-03-03,South,cloudy,6.3,14.5,0,45392.9
2021-03-03,Midlands,cloudy,7.2,15.9,0,43323.6
2021-03-04,North,clear,7.9,40.0,0,38882.3
2021-03-04,South,cloudy,7.4,40.1,0,44458.6
2021-03-04,Midlands,rain,10.3,19.1,0,43434.6
2021-03-05,North,storm,10.2,40.4,0,45633.8
2021-03-05,South,storm,8.0,5.1,0,45456.5
2021-03-05,Midlands,clear,12.5,18.6,0,41737.7
2021-03-06,North,rain,7.8,17.7,0,40567.0
2021-03-06,South,clear,10.5,34.8,0,40051.4
2021-03-06,Midlands,rain,9.5,29.9,0,40475.9
2021-03-07,North,clear,11.9,33.4,0,37244.3
2021-03-07,South,clear,13.8,36.6,0,39078.8
2021-03-07,Midlands,storm,5.9,15.5,0,43857.3
2021-03-08,North,cloudy,8.7,28.8,0,42289.6
2021-03-08,South,cloudy,9.4,8.5,0,45782.6
2021-03-08,Midlands,cloudy,12.7,34.0,0,41510.8
2021-03-09,North,clear,11.8,38.0,0,42119.2
2021-03-09,South,cloudy,7.9,17.1,1,42853.4
2021-03-09,Midlands,clear,8.0,24.1,0,42955.0
2021-03-10,North,rain,10.4,32.1,0,43383.9
2021-03-10,South,clear,14.3,29.6,0,42165.6
2021-03-10,Midlands,cloudy,10.0,31.7,1,42588.4
2021-03-11,North,clear,10.5,24.5,0,41403.3
2021-03-11,South,rain,10.0,16.9,0,45162.5
2021-03-11,Midlands,clear,7.2,7.4,0,43178.9
2021-03-12,North,cloudy,11.3,10.9,0,41351.0
2021-03-12,South,cloudy,10.1,16.7,0,45367.1
2021-03-12,Midlands,clear,11.1,24.9,0,42883.4
2021-03-13,North,cloudy,11.3,19.8,0,37574.8
2021-03-13,South,cloudy,7.8,24.8,0,41243.2
2021-03-13,Midlands,cloudy,5.8,28.0,0,39132.3
2021-03-14,North,cloudy,8.9,28.2,0,38071.3
2021-03-14,South,cloudy,11.2,22.5,0,39849.9
2021-03-14,Midlands,rain,11.4,25.1,0,41387.2
2021-03-15,North,rain,13.1,16.4,0,40149.9
2021-03-15,South,cloudy,10.2,29.9,0,44091.8
2021-03-15,Midlands,rain,5.7,37.0,0,44092.7
2021-03-16,North,cloudy,9.4,23.7,0,43048.3
2021-03-16,South,cloudy,14.0,27.1,0,41313.3
2021-03-16,Midlands,rain,14.8,8.4,0,41470.8
2021-03-17,North,rain,10.7,29.2,0,40474.7
2021-03-17,South,cloudy,10.5,19.6,1,42420.4
2021-03-17,Midlands,cloudy,8.8,33.3,0,44200.1
2021-03-18,North,cloudy,11.2,20.5,0,39252.1
2021-03-18,South,rain,14.2,23.0,0,42971.1
2021-03-18,Midlands,cloudy,13.2,35.4,0,40754.7
2021-03-19,North,cloudy,9.0,24.1,0,43162.7
2021-03-19,South,cloudy,9.6,28.8,0,43807.4
2021-03-19,Midlands,cloudy,10.8,25.2,0,42047.0
2021-03-20,North,clear,11.9,30.2,0,38706.5
2021-03-20,South,clear,11.8,16.8,0,41036.6
2021-03-20,Midlands,clear,13.9,13.4,0,37863.3
2021-03-21,North,rain,11.9,32.6,0,36463.3
2021-03-21,South,clear,11.1,17.8,1,36418.8
2021-03-21,Midlands,cloudy,15.8,34.7,0,35151.4
2021-03-22,North,cloudy,13.0,20.8,0,38946.6
2021-03-22,South,clear,13.3,23.4,0,42817.6
2021-03-22,Midlands,rain,14.2,32.0,0,41090.4
2021-03-23,North,rain,7.6,26.1,0,42506.3
2021-03-23,South,cloudy,8.7,17.6,0,44175.4
2021-03-23,Midlands,rain,9.2,26.2,0,41520.1
2021-03-24,North,cloudy,9.0,21.1,0,40341.8
2021-03-24,South,clear,11.3,19.2,0,43011.1
2021-03-24,Midlands,clear,15.1,28.9,0,42126.3
2021-03-25,North,clear,14.1,35.9,0,36949.1
2021-03-25,South,cloudy,9.7,25.1,0,44597.7
2021-03-25,Midlands,rain,10.8,21.4,0,41358.4
2021-03-26,North,clear,13.2,27.8,0,37893.1
2021-03-26,South,cloudy,15.9,28.3,0,42413.7
2021-03-26,Midlands,clear,9.8,29.0,0,41196.2
2021-03-27,North,clear,15.3,13.8,0,34007.2
2021-03-27,South,cloudy,13.8,26.8,0,38887.4
2021-03-27,Midlands,rain,9.2,30.4,0,38790.9
2021-03-28,North,storm,14.4,31.0,0,36166.8
2021-03-28,South,storm,15.1,22.4,0,41314.1
2021-03-28,Midlands,rain,14.4,14.3,0,37350.3
2021-03-29,North,cloudy,10.3,18.5,0,40609.9
2021-03-29,South,storm,13.9,30.2,0,43615.9
2021-03-29,Midlands,clear,14.5,27.2,0,39377.9
2021-03-30,North,clear,16.0,10.8,0,37892.6
2021-03-30,South,cloudy,12.0,33.0,0,44444.5
2021-03-30,Midlands,cloudy,13.9,20.6,0,40062.5
2021-03-31,North,cloudy,11.9,22.1,0,41440.4
2021-03-31,South,rain,11.4,23.5,0,43716.5
2021-03-31,Midlands,storm,11.4,33.9,0,42487.6
2021-04-01,North,storm,11.4,31.5,0,41263.6
2021-04-01,South,clear,12.4,14.6,0,39873.9
2021-04-01,Midlands,rain,17.5,34.2,0,39798.9
2021-04-02,North,rain,11.9,30.0,0,40884.3
2021-04-02,South,clear,14.3,33.5,1,39953.9
2021-04-02,Midlands,clear,14.8,32.6,1,36928.2
2021-04-03,North,cloudy,18.4,18.3,0,34978.5
2021-04-03,South,rain,15.6,23.3,0,38050.7
2021-04-03,Midlands,clear,13.8,25.0,0,37482.0
2021-04-04,North,rain,11.5,20.8,0,36731.8
2021-04-04,South,cloudy,13.9,27.0,0,38031.8
2021-04-04,Midlands,rain,14.5,23.5,0,37296.8
2021-04-05,North,cloudy,14.4,29.0,0,38450.9
2021-04-05,South,cloudy,17.0,43.2,0,42287.9
2021-04-05,Midlands,storm,11.4,23.0,0,41234.2
2021-04-06,North,cloudy,16.3,30.6,1,35132.2
2021-04-06,South,rain,15.1,17.3,0,41876.5
2021-04-06,Midlands,clear,10.5,34.2,0,40904.5
2021-04-07,North,cloudy,16.7,36.8,0,36084.3
2021-04-07,South,clear,11.3,25.8,0,40357.9
2021-04-07,Midlands,clear,16.3,25.8,0,35085.5
2021-04-08,North,cloudy,14.1,24.0,0,40263.9
2021-04-08,South,rain,12.2,35.2,0,43168.3
2021-04-08,Midlands,rain,16.6,23.6,0,36989.1
2021-04-09,North,cloudy,17.9,22.7,0,34912.6
2021-04-09,South,cloudy,14.5,33.8,0,41858.3
2021-04-09,Midlands,clear,12.9,22.2,0,38986.6
2021-04-10,North,cloudy,18.4,21.4,0,32807.7
2021-04-10,South,storm,16.8,18.7,0,41716.3
2021-04-10,Midlands,clear,14.5,19.2,0,35162.0
2021-04-11,North,clear,12.7,6.2,0,35040.2
2021-04-11,South,clear,14.7,25.4,0,36250.3
2021-04-11,Midlands,cloudy,12.3,19.6,0,35702.1
2021-04-12,North,cloudy,18.6,16.1,0,36425.0
2021-04-12,South,cloudy,15.6,27.9,0,39394.6
2021-04-12,Midlands,clear,17.6,23.4,0,39238.3
2021-04-13,North,cloudy,14.5,41.3,0,38609.5
2021-04-13,South,rain,13.5,20.7,0,41777.3
2021-04-13,Midlands,clear,17.0,18.1,0,35634.8
2021-04-14,North,rain,14.5,19.5,0,35574.0
2021-04-14,South,clear,16.7,14.6,0,40950.5
2021-04-14,Midlands,clear,19.3,16.6,0,36930.4
2021-04-15,North,clear,12.8,20.2,0,39602.3
2021-04-15,South,cloudy,16.0,25.5,0,37997.3
2021-04-15,Midlands,cloudy,19.6,21.7,0,36276.0
2021-04-16,North,rain,20.5,20.4,0,35736.0
2021-04-16,South,clear,11.2,30.9,0,41511.3
2021-04-16,Midlands,clear,17.4,21.8,0,36657.4
2021-04-17,North,clear,20.2,14.1,0,31745.7
2021-04-17,South,clear,16.0,14.3,0,36306.3
2021-04-17,Midlands,cloudy,17.7,21.9,0,33253.6
2021-04-18,North,cloudy,13.6,24.3,0,34494.1
2021-04-18,South,cloudy,14.5,15.3,0,36002.5
2021-04-18,Midlands,cloudy,18.3,18.9,0,34118.5
2021-04-19,North,cloudy,12.2,24.9,0,38477.1
2021-04-19,South,cloudy,17.1,18.0,0,39714.5
2021-04-19,Midlands,cloudy,15.2,35.2,0,39336.3
2021-04-20,North,clear,16.7,16.8,0,35801.1
2021-04-20,South,clear,16.7,29.3,0,37960.9
2021-04-20,Midlands,clear,19.2,26.4,0,36417.5
2021-04-21,North,rain,15.1,20.0,0,36193.6
2021-04-21,South,clear,16.8,42.3,0,39525.4
2021-04-21,Midlands,clear,18.7,22.1,0,34532.3
2021-04-22,North,cloudy,17.4,13.4,0,36635.7
2021-04-22,South,cloudy,12.5,30.1,0,40011.8
2021-04-22,Midlands,cloudy,19.1,26.6,0,38777.8
2021-04-23,North,clear,13.1,22.7,0,36819.6
2021-04-23,South,storm,16.2,11.9,0,42462.9
2021-04-23,Midlands,clear,21.2,18.1,0,35768.5
2021-04-24,North,clear,17.5,18.5,0,33868.5
2021-04-24,South,clear,15.2,17.0,0,38314.5
2021-04-24,Midlands,cloudy,24.0,20.8,0,33770.6
2021-04-25,North,clear,13.8,20.4,0,32517.4
2021-04-25,South,storm,20.4,10.6,0,35678.0
2021-04-25,Midlands,cloudy,17.5,21.2,0,35072.0
2021-04-26,North,cloudy,13.6,20.9,0,35677.9
2021-04-26,South,rain,15.4,14.8,0,40061.0
2021-04-26,Midlands,rain,17.3,24.0,0,38292.3
2021-04-27,North,clear,20.2,32.7,0,36835.0
2021-04-27,South,cloudy,15.6,26.8,0,39841.3
2021-04-27,Midlands,cloudy,16.3,33.3,0,39092.7
2021-04-28,North,clear,23.0,14.3,0,35426.1
2021-04-28,South,cloudy,15.7,13.0,0,39505.1
2021-04-28,Midlands,clear,21.3,29.3,0,35626.0
2021-04-29,North,clear,19.3,34.7,0,36792.9
2021-04-29,South,clear,16.5,31.3,0,39939.2
2021-04-29,Midlands,rain,22.9,20.8,0,36025.8
2021-04-30,North,cloudy,20.4,17.6,0,36012.1
2021-04-30,South,cloudy,16.8,23.2,0,38826.8
2021-04-30,Midlands,cloudy,17.2,17.4,0,36964.0
2021-05-01,North,clear,15.1,20.2,0,32875.6
2021-05-01,South,cloudy,17.5,32.6,0,35826.7
2021-05-01,Midlands,rain,13.7,32.8,0,36867.3
2021-05-02,North,clear,24.9,11.8,0,27919.6
2021-05-02,South,cloudy,16.0,17.9,0,36802.1
2021-05-02,Midlands,rain,17.9,30.5,0,36984.3
2021-05-03,North,rain,16.5,28.0,0,38628.8
2021-05-03,South,clear,16.6,18.8,0,38184.9
2021-05-03,Midlands,cloudy,17.3,45.8,0,39389.2
2021-05-04,North,cloudy,17.2,23.6,0,36233.3
2021-05-04,South,clear,17.2,23.8,0,38586.0
2021-05-04,Midlands,cloudy,15.9,29.3,0,39681.5
2021-05-05,North,clear,20.6,13.6,0,34376.5
2021-05-05,South,clear,20.4,22.2,0,38087.2
2021-05-05,Midlands,clear,19.3,5,0,37732.2
2021-05-06,North,cloudy,19.6,25.8,0,35085.0
2021-05-06,South,rain,16.9,27.4,0,38944.5
2021-05-06,Midlands,rain,20.5,19.0,0,38178.0
2021-05-07,North,cloudy,20.4,25.5,0,33240.0
2021-05-07,South,cloudy,21.0,10.5,0,36945.3
2021-05-07,Midlands,rain,19.5,35.4,0,35048.8
2021-05-08,North,clear,20.9,19.3,0,30688.4
2021-05-08,South,clear,16.3,21.6,0,34626.4
2021-05-08,Midlands,clear,19.4,18.9,0,32526.7
2021-05-09,North,cloudy,20.7,13.7,0,32598.4
2021-05-09,South,rain,20.7,20.5,0,33661.2
2021-05-09,Midlands,clear,19.6,11.4,0,36213.4
2021-05-10,North,rain,23.0,38.7,0,35289.4
2021-05-10,South,cloudy,16.3,29.2,0,37868.4
2021-05-10,Midlands,storm,17.8,9.9,0,39804.0
2021-05-11,North,cloudy,17.3,30.3,0,34634.4
2021-05-11,South,clear,18.1,12.2,0,37188.0
2021-05-11,Midlands,clear,20.0,22.4,0,34753.1
2021-05-12,North,cloudy,17.3,24.4,0,34391.9
2021-05-12,South,cloudy,19.2,40.3,0,38108.6
2021-05-12,Midlands,cloudy,17.7,22.8,0,36454.3
2021-05-13,North,cloudy,20.8,22.9,0,36000.7
2021-05-13,South,clear,21.5,22.2,0,37243.8
2021-05-13,Midlands,clear,23.0,24.9,0,34324.3
2021-05-14,North,cloudy,18.2,18.3,0,33910.8
2021-05-14,South,clear,22.7,30.8,0,38716.9
2021-05-14,Midlands,rain,22.6,31.1,0,34620.3
2021-05-15,North,rain,13.8,22.1,0,33846.1
2021-05-15,South,clear,18.4,26.1,0,35184.5
2021-05-15,Midlands,clear,15.7,24.1,0,34457.1
2021-05-16,North,cloudy,15.4,31.4,0,32273.6
2021-05-16,South,cloudy,20.7,26.8,0,34298.7
2021-05-16,Midlands,cloudy,19.7,23.8,0,33672.4
2021-05-17,North,clear,16.7,11.6,0,34405.2
2021-05-17,South,clear,17.6,26.3,0,36591.9
2021-05-17,Midlands,rain,26.6,23.2,0,35548.4
2021-05-18,North,clear,20.8,17.0,0,32859.3
2021-05-18,South,clear,16.8,16.9,0,36987.4
2021-05-18,Midlands,cloudy,22.4,17.7,0,34909.7
2021-05-19,North,rain,16.3,24.2,0,34357.2
2021-05-19,South,clear,22.6,25.0,0,36515.1
2021-05-19,Midlands,clear,18.7,17.3,0,33802.1
2021-05-20,North,cloudy,24.3,14.4,0,31213.1
2021-05-20,South,cloudy,23.9,5,0,36891.8
2021-05-20,Midlands,clear,25.0,19.5,0,32164.0
2021-05-21,North,clear,17.7,18.2,0,35802.3
2021-05-21,South,cloudy,16.2,21.9,0,36865.6
2021-05-21,Midlands,clear,21.7,33.6,0,33313.7
2021-05-22,North,cloudy,23.8,14.3,0,28872.4
2021-05-22,South,clear,24.5,21.5,0,31577.0
2021-05-22,Midlands,clear,28.1,25.7,0,27839.9
2021-05-23,North,clear,22.4,19.0,0,30185.9
2021-05-23,South,rain,24.3,20.2,0,34306.3
2021-05-23,Midlands,storm,18.7,26.8,0,33329.5
2021-05-24,North,cloudy,17.1,29.5,0,33147.2
2021-05-24,South,clear,19.2,28.0,1,34750.7
2021-05-24,Midlands,clear,24.1,23.2,0,32099.0
2021-05-25,North,clear,24.1,26.5,0,33755.7
2021-05-25,South,clear,17.8,24.0,0,37110.9
2021-05-25,Midlands,clear,24.2,14.9,0,32333.3
2021-05-26,North,cloudy,27.6,21.1,0,29595.5
2021-05-26,South,clear,23.0,23.1,0,33393.5
2021-05-26,Midlands,clear,25.1,21.0,0,32566.3
2021-05-27,North,storm,21.3,11.5,0,32709.3
2021-05-27,South,clear,23.7,23.2,0,32164.4
2021-05-27,Midlands,clear,21.9,18.9,0,33031.2
2021-05-28,North,rain,22.0,9.8,0,34326.1
2021-05-28,South,cloudy,24.9,26.5,0,35825.9
2021-05-28,Midlands,cloudy,22.6,12.0,0,32934.0
2021-05-29,North,clear,22.2,21.3,0,29412.0
2021-05-29,South,clear,23.3,11.1,0,32636.7
2021-05-29,Midlands,clear,24.3,22.0,0,29826.2
2021-05-30,North,clear,24.3,18.1,0,29155.4
2021-05-30,South,cloudy,27.8,8.3,0,30791.2
2021-05-30,Midlands,clear,23.0,17.8,0,30728.1
2021-05-31,North,clear,19.6,25.0,0,33223.0
2021-05-31,South,cloudy,25.7,21.9,0,35415.3
2021-05-31,Midlands,cloudy,24.3,18.4,0,33269.2
2021-06-01,North,cloudy,24.2,34.4,0,29767.0
2021-06-01,South,clear,19.7,38.1,0,39231.4
2021-06-01,Midlands,clear,20.8,17.5,0,32992.6
2021-06-02,North,cloudy,22.5,28.3,0,33943.6
2021-06-02,South,cloudy,24.5,9.0,0,34664.2
2021-06-02,Midlands,cloudy,25.0,18.0,0,33039.6
2021-06-03,North,rain,26.1,22.9,0,30961.7
2021-06-03,South,cloudy,21.2,16.1,0,36244.1
2021-06-03,Midlands,storm,21.5,12.5,0,36199.3
2021-06-04,North,cloudy,25.9,14.6,0,30073.1
2021-06-04,South,cloudy,26.6,18.3,0,34085.4
2021-06-04,Midlands,cloudy,21.2,14.2,0,36383.5
2021-06-05,North,clear,22.2,20.8,0,26150.5
2021-06-05,South,clear,24.5,20.9,0,30198.2
2021-06-05,Midlands,clear,21.0,9.8,0,32431.1
2021-06-06,North,clear,20.3,20.4,0,27142.8
2021-06-06,South,clear,25.9,24.5,0,30894.4
2021-06-06,Midlands,clear,21.0,21.9,0,29376.1
2021-06-07,North,clear,24.2,15.9,0,33693.7
2021-06-07,South,cloudy,24.8,11.0,0,35813.5
2021-06-07,Midlands,clear,22.5,25.9,0,34908.6
2021-06-08,North,clear,23.1,28.5,0,31654.3
2021-06-08,South,cloudy,23.0,23.8,0,36951.7
2021-06-08,Midlands,cloudy,22.3,15.1,0,34663.6
2021-06-09,North,rain,23.3,23.1,0,33813.4
2021-06-09,South,cloudy,22.5,36.2,0,34226.2
2021-06-09,Midlands,cloudy,20.9,11.4,0,36447.1
2021-06-10,North,clear,24.4,8.8,0,32018.0
2021-06-10,South,clear,23.6,18.6,0,35434.1
2021-06-10,Midlands,clear,20.3,19.7,0,34869.5
2021-06-11,North,cloudy,26.2,5,0,27327.2
